Vehicle ,RAM,storage,Trustfactor,Distance,TransmissionRate,Eligible
10520,72.725,23.61875,62,56.4,22.22222222,47.39319444
10521,71.7625,56.1625,50,48.6,22.22222222,49.74944444
10522,42.175,55.00625,77,12.2,81.48148148,53.5725463
10523,88.425,43.9375,29,95.3,37.03703704,58.73990741
10524,91.9875,10.85625,82,89,37.03703704,62.17615741
10525,14.95,97.675,58,40.9,55.55555556,53.41611111
10526,40.1875,6.7375,73,49.9,29.62962963,39.89092593
10527,48.3375,8.5375,78,76.4,25.92592593,47.44018519
10528,36.4875,35.83125,59,22,92.59259259,49.18226852
10529,73.4625,15.4,63,90.2,74.07407407,63.22731481
10530,25.7,69.325,70,18.7,62.96296296,49.33759259
10531,99.4625,47.45,65,68.6,44.44444444,64.99138889
10532,92.0375,79.5125,69,9.1,18.51851852,53.6337037
10533,33.9875,42.525,32,23.8,96.2962963,45.72175926
10534,21.2,48.4,80,4.7,14.81481481,33.82296296
10535,20.2625,68.48125,67,33.2,40.74074074,45.93689815
10536,25.0875,40.75,43,96.4,48.14814815,50.67712963
10537,61.775,33.03125,14,79.1,14.81481481,40.54421296
10538,22.5375,44.95,31,94.7,25.92592593,43.82268519
10539,51.575,39.94375,93,1.8,66.66666667,50.59708333
10540,54.925,18.8375,13,67.7,85.18518519,47.92953704
10541,81.25,53.54375,97,13.7,48.14814815,58.72837963
10542,42.525,24.76875,67,83.4,66.66666667,56.87208333
10543,88.6125,60.56875,45,16.1,22.22222222,46.50069444
10544,35.5125,92.625,30,57.1,59.25925926,54.89935185
10545,20.5875,14.15,90,71.6,74.07407407,54.08231481
10546,31.7375,93.85,13,59.4,100,59.5975
10547,24.375,15.2125,19,9.6,22.22222222,18.08194444
10548,13.075,12.31875,56,55.5,100,47.37875
10549,90.1375,24.58125,12,17,33.33333333,35.41041667
10550,26.3,6.3625,78,50.4,59.25925926,44.06435185
10551,84.475,50.5375,60,35.4,66.66666667,59.41583333
10552,27.35,47.59375,33,7.5,14.81481481,26.05171296
10553,70.0125,78.40625,19,56.6,11.11111111,47.02597222
10554,47.9875,59.83125,44,18,77.77777778,49.51930556
10555,16.475,8.775,45,37.1,33.33333333,28.13666667
10556,89.725,81.64375,33,78.8,40.74074074,64.78189815
10557,21.05,90.31875,20,37.3,100,53.73375
10558,14,30.6125,82,97.6,96.2962963,64.10175926
10559,22.0875,63.7375,85,82.2,14.81481481,53.56796296
10560,96.05,48.43125,48,88.8,11.11111111,58.47847222
10561,23.525,97.85625,97,95,74.07407407,77.49106481
10562,99.25,93.45625,45,21.4,37.03703704,59.22865741
10563,93.3375,54.9875,61,38.9,92.59259259,68.16351852
10564,51.6375,7.8375,50,61.6,96.2962963,53.47425926
10565,71.35,19.01875,26,48.8,96.2962963,52.29300926
10566,49.5125,67.15625,48,9.9,74.07407407,49.72856481
10567,66.7875,45.30625,36,44.1,14.81481481,41.40171296
10568,32.7875,13.49375,12,6.4,66.66666667,26.26958333
10569,18.6,48.6,11,1.8,48.14814815,25.62962963
10570,53.075,13.46875,79,63.4,70.37037037,55.86282407
10571,41.425,20.09375,50,49.6,22.22222222,36.66819444
10572,77.3,35.3625,27,62.9,33.33333333,47.17916667
10573,21.925,56.36875,86,33.3,96.2962963,58.77800926
10574,13.3375,63.7125,53,40.2,11.11111111,36.27222222
10575,88.7,49.5875,73,51.8,62.96296296,65.21009259
10576,34.425,75.525,83,16.1,100,61.81
10577,90.2875,14.1375,84,26.9,44.44444444,51.95388889
10578,67.475,12.59375,85,33.2,44.44444444,48.54263889
10579,74.35,45.24375,67,62.6,100,69.83875
10580,38.675,9.70625,64,47.1,55.55555556,43.00736111
10581,17.55,72.925,28,27.9,81.48148148,45.5712963
10582,53.975,97.38125,97,17.8,66.66666667,66.56458333
10583,34.9875,80.81875,83,4.7,29.62962963,46.62717593
10584,96.55,93.50625,18,55.2,22.22222222,57.09569444
10585,60.4875,67.46875,62,95.1,14.81481481,59.97421296
10586,18.0625,62.575,51,83.2,37.03703704,50.37490741
10587,24.7625,63.6125,19,53,40.74074074,40.22314815
10588,45.7875,68.71875,27,2,18.51851852,32.4049537
10589,36.8625,51.3375,39,57.5,33.33333333,43.60666667
10590,93.3875,57.16875,69,44.3,25.92592593,57.95643519
10591,73.5125,46.4375,71,3.7,37.03703704,46.33740741
10592,40.025,54.15625,91,93.7,66.66666667,69.10958333
10593,36.525,34.4875,18,88.4,81.48148148,51.7787963
10594,82.5625,97.5625,50,42.8,74.07407407,69.39981481
10595,78.275,19.99375,79,77.2,25.92592593,56.07893519
10596,99.55,78.99375,79,24.8,18.51851852,60.1724537
10597,33.8,12.475,62,36.5,92.59259259,47.47351852
10598,16.8875,47.25,73,32.6,40.74074074,42.09564815
10599,14.05,69.79375,16,52.8,14.81481481,33.49171296
10600,82.0625,69.1,18,23.5,11.11111111,40.75472222
10601,76.05,34.95625,11,88.8,48.14814815,51.79087963
10602,94.4875,43.90625,61,26.2,96.2962963,64.37800926
10603,30.2625,51.28125,82,19.4,33.33333333,43.25541667
10604,76.7875,9.6,73,22.9,88.88888889,54.23527778
10605,31.1125,59.2,92,95.5,66.66666667,68.89583333
10606,55.325,32.4375,88,96.1,81.48148148,70.6687963
10607,42.125,27.55,68,62.4,18.51851852,43.7187037
10608,25.775,43.2,37,62.6,59.25925926,45.56685185
10609,76.075,61.41875,43,19.5,18.51851852,43.7024537
10610,39.0375,30.125,67,8.1,96.2962963,48.11175926
10611,55.8375,74.3875,17,43.7,62.96296296,50.77759259
10612,23.35,36.875,18,78.5,62.96296296,43.93759259
10613,65.55,80.2875,86,97.6,18.51851852,69.5912037
10614,49.175,44.25625,79,18.2,22.22222222,42.57069444
10615,87.2125,96.3625,56,19.7,51.85185185,62.22537037
10616,52.2,36.71875,33,98.9,77.77777778,59.71930556
10617,72.6375,58.8,14,96,25.92592593,53.47268519
10618,50.5375,80.53125,40,80.2,85.18518519,67.29078704
10619,36.9625,54.48125,89,10.8,48.14814815,47.87837963
10620,22.625,10.74375,43,83.4,88.88888889,49.73152778
10621,36.05,83.0125,88,9.9,11.11111111,45.61472222
10622,65.9125,66.64375,75,93,81.48148148,76.4075463
10623,72.85,30.29375,42,84.7,44.44444444,54.85763889
10624,90.1,25.61875,57,6,74.07407407,50.55856481
10625,15.1375,43.66875,36,37.7,33.33333333,33.16791667
10626,65.5,15.9625,13,41.6,62.96296296,39.80509259
10627,76.4875,23.875,81,19.6,100,60.1925
10628,73.1,19.64375,48,37.7,48.14814815,45.31837963
10629,15.125,29.89375,51,48.6,85.18518519,45.96078704
10630,91.9375,80.7125,68,70,18.51851852,65.8337037
10631,60.5,79.75,10,92.4,77.77777778,64.08555556
10632,86.775,26.9625,44,27.5,92.59259259,55.56601852
10633,51.1875,58.11875,18,13.1,29.62962963,34.00717593
10634,27.4,31.80625,74,26.6,33.33333333,38.62791667
10635,57.8,8.50625,55,31.3,18.51851852,34.2249537
10636,92.4,19.04375,45,17.3,40.74074074,42.89689815
10637,74.1375,18.2125,45,45.8,44.44444444,45.51888889
10638,30.625,95.1125,49,96.4,18.51851852,57.9312037
10639,20.1625,59.875,31,84.1,48.14814815,48.65712963
10640,69.1625,40.8125,75,10.1,44.44444444,47.90388889
10641,60.6875,10.3375,28,77.9,55.55555556,46.49611111
10642,83.15,93.525,37,8.2,40.74074074,52.52314815
10643,84.2375,89.59375,70,9.2,33.33333333,57.27291667
10644,14.325,79.80625,44,86,55.55555556,55.93736111
10645,98.1625,92.4875,58,63.4,55.55555556,73.52111111
10646,89.3625,70.7375,72,79.3,96.2962963,81.53925926
10647,36.9875,82.91875,15,6.3,22.22222222,32.68569444
10648,35.05,41.70625,96,54.7,48.14814815,55.12087963
10649,65.8,7.96875,73,43.7,81.48148148,54.3900463
10650,21.5625,44.44375,36,59.8,22.22222222,36.80569444
10651,39.1875,20.1625,70,36.6,51.85185185,43.56037037
10652,74.7375,18.68125,76,17,25.92592593,42.46893519
10653,96.575,36.80625,66,89.1,48.14814815,67.32587963
10654,53.5875,8.40625,35,6.3,37.03703704,28.06615741
10655,38.925,11.85625,58,26.4,100,47.03625
10656,18.3875,18.56875,37,50.1,22.22222222,29.25569444
10657,48.95,11.66875,86,90.7,48.14814815,57.09337963
10658,19.4375,95.1125,34,82.7,22.22222222,50.69444444
10659,14.15,31.625,80,67.2,14.81481481,41.55796296
10660,12.875,79.90625,54,52.5,55.55555556,50.96736111
10661,19.4,8.98125,84,41.8,29.62962963,36.76217593
10662,41.4125,29.725,48,18.6,74.07407407,42.36231481
10663,61.025,54.38125,51,36.8,59.25925926,52.49310185
10664,83.4,85.21875,25,30.6,74.07407407,59.65856481
10665,18.15,64.075,71,87.6,48.14814815,57.79462963
10666,26.675,27.95625,52,94,88.88888889,57.90402778
10667,23.1625,35.125,60,4,100,44.4575
10668,47.225,23.8125,66,92.9,51.85185185,56.35787037
10669,92.0375,19.00625,92,61.9,18.51851852,56.6924537
10670,49.375,39.60625,42,19.7,29.62962963,36.06217593
10671,44.7,69.825,70,93.8,18.51851852,59.3687037
10672,26.75,56.01875,95,28,100,61.15375
10673,43.1625,60.2875,69,39.9,37.03703704,49.87740741
10674,67.8875,99.38125,18,97.9,55.55555556,67.74486111
10675,35.4625,36.59375,68,48.9,85.18518519,54.82828704
10676,68.6875,52.66875,61,16.2,29.62962963,45.63717593
10677,93.2125,82.31875,50,51.5,22.22222222,59.85069444
10678,99.725,26.06875,51,31.4,96.2962963,60.89800926
10679,44.3875,17.69375,76,14.1,81.48148148,46.7325463
10680,87.7625,37.375,39,58.5,51.85185185,54.89787037
10681,42.8375,78.825,55,93.5,18.51851852,57.7362037
10682,36.325,47.925,90,20.2,62.96296296,51.48259259
10683,39.7125,42.16875,14,70.8,29.62962963,39.26217593
10684,70.0125,33.9875,61,13.1,55.55555556,46.73111111
10685,33.3625,47.99375,11,16.3,33.33333333,28.39791667
10686,64.1625,29.825,55,72.2,100,64.2375
10687,13.6375,14.53125,33,93.8,85.18518519,48.03078704
10688,90.8125,18.68125,100,73.9,81.48148148,72.9750463
10689,53.35,72.1625,39,40.6,11.11111111,43.24472222
10690,70.475,11.01875,21,86.7,37.03703704,45.24615741
10691,57.05,90.06875,86,28.4,18.51851852,56.0074537
10692,63.9875,83.01875,11,13.6,88.88888889,52.09902778
10693,26.5,30.76875,67,21.9,96.2962963,48.49300926
10694,52.0625,23.6,56,89.3,11.11111111,46.41472222
10695,96.8125,55.64375,24,11.3,92.59259259,56.06976852
10696,89.6,94.58125,18,62.4,70.37037037,66.99032407
10697,30.4125,73.9875,90,63.2,44.44444444,60.40888889
10698,48.8375,51.7375,55,64.3,51.85185185,54.34537037
10699,27.45,9.89375,45,81.4,88.88888889,50.52652778
10700,62.9625,22.9875,73,69.5,88.88888889,63.46777778
10701,58.0625,94.05,10,79.6,48.14814815,57.97212963
10702,16.675,27.21875,14,16,22.22222222,19.22319444
10703,31.0875,46.5375,52,7.3,40.74074074,35.53314815
10704,97.2625,72.46875,83,67.2,25.92592593,69.17143519
10705,56.2625,56.66875,81,44.2,18.51851852,51.3299537
10706,77.975,91.5625,57,7.6,92.59259259,65.34601852
10707,27.8875,66.4125,72,90,81.48148148,67.5562963
10708,95.5125,45.95,14,47,37.03703704,47.89990741
10709,42.8875,89.50625,40,54.9,37.03703704,52.86615741
10710,31.1375,63.19375,89,76.6,100,71.98625
10711,84.6875,60.175,27,61.5,66.66666667,60.00583333
10712,77.2125,19.41875,29,46.2,77.77777778,49.92180556
10713,41,89.25,75,79.2,48.14814815,66.51962963
10714,74.025,89.56875,24,44.7,92.59259259,64.97726852
10715,39.5625,61.2875,18,95,44.44444444,51.65888889
10716,72.775,92.225,18,52.5,59.25925926,58.95185185
10717,75.0625,67.63125,90,58.1,33.33333333,64.82541667
10718,32.6875,12.45625,77,20.4,22.22222222,32.95319444
10719,31.9625,64.775,87,6.8,29.62962963,44.03342593
10720,49.4625,48.075,99,83.6,22.22222222,60.47194444
10721,37.1875,94.9625,53,16.8,74.07407407,55.20481481
10722,14.0375,55.975,56,35.6,37.03703704,39.72990741
10723,65.1125,15.425,19,40.2,77.77777778,43.50305556
10724,53.7375,58.14375,42,64.4,74.07407407,58.47106481
10725,12.675,53.5125,16,39.9,96.2962963,43.67675926
10726,69.1375,32.40625,72,3.5,18.51851852,39.1124537
10727,27.3125,20.5375,72,60.7,44.44444444,44.99888889
10728,86.1375,64.7,90,73.3,44.44444444,71.71638889
10729,83.9625,47.825,16,3.6,55.55555556,41.38861111
10730,97.0875,92.6875,60,30.3,25.92592593,61.20018519
10731,63.5625,30.05,96,9.3,51.85185185,50.15287037
10732,73.275,78.35,98,40.7,51.85185185,68.43537037
10733,36.225,51.53125,81,18.5,40.74074074,45.59939815
10734,37.7,71.2875,12,87.1,37.03703704,49.02490741
10735,93.3375,61.3125,74,61.6,59.25925926,69.90185185
10736,50.475,9.275,77,3.8,62.96296296,40.70259259
10737,72.2,80.14375,44,99.9,62.96296296,71.84134259
10738,59.3875,87.675,50,2,18.51851852,43.5162037
10739,77.4625,55.6125,37,37.2,29.62962963,47.38092593
10740,63.9875,98.95625,41,39.8,96.2962963,68.00800926
10741,88.125,52.86875,87,64.2,74.07407407,73.25356481
10742,39.525,33,90,40.8,81.48148148,56.9612963
10743,36.0375,53.84375,13,94.9,85.18518519,56.59328704
10744,89.15,48.18125,62,17.6,59.25925926,55.23810185
10745,89.225,43.56875,46,73.9,77.77777778,66.09430556
10746,65.625,34.9875,95,79.2,62.96296296,67.55509259
10747,51.5875,62.975,50,67.9,81.48148148,62.7887963
10748,94.95,14.175,78,25.8,14.81481481,45.54796296
10749,99.1625,88.6125,85,59.4,66.66666667,79.76833333
10750,48.1875,74.53125,24,42.2,29.62962963,43.70967593
10751,32.6375,82.61875,99,32.1,88.88888889,67.04902778
10752,69.9125,42.20625,41,68.6,55.55555556,55.45486111
10753,55.4,89.7125,73,15.5,44.44444444,55.61138889
10754,54.225,76.83125,100,41.4,81.48148148,70.7875463
10755,85.95,29.6125,69,21.4,96.2962963,60.45175926
10756,56.7875,92.875,13,21.4,40.74074074,44.96064815
10757,51.175,47.06875,66,91.8,92.59259259,69.72726852
10758,67.1,10.26875,84,71.7,55.55555556,57.72486111
10759,34.1,25.2875,84,16.2,70.37037037,45.99157407
10760,90.725,7.6375,67,4.3,37.03703704,41.33990741
10761,25.7375,74.43125,12,90.8,29.62962963,46.51967593
10762,85.325,92.3125,26,8.9,88.88888889,60.28527778
10763,30.525,46.96875,18,88.5,62.96296296,49.39134259
10764,98.2125,39.425,78,76.7,44.44444444,67.35638889
10765,36.4625,15.625,44,80.4,70.37037037,49.37157407
10766,16.8375,13.85,91,58,88.88888889,53.71527778
10767,90.1125,87.88125,65,28.4,70.37037037,68.35282407
10768,42.5,52.10625,36,2.2,77.77777778,42.11680556
10769,20.6625,79.4125,72,8.8,100,56.175
10770,75.175,37.475,73,26.4,40.74074074,50.55814815
10771,65.55,79.55625,71,42,88.88888889,69.39902778
10772,24.1,52.4875,20,87.1,40.74074074,44.88564815
10773,13.4875,60.66875,82,58.3,11.11111111,45.11347222
10774,73.9625,30.58125,81,10.4,100,59.18875
10775,46.2375,83.34375,32,68.4,88.88888889,63.77402778
10776,14.925,53.7375,63,30,100,52.3325
10777,39.775,84.69375,41,74.8,62.96296296,60.64634259
10778,27.275,59.7,42,67.1,40.74074074,47.36314815
10779,63.325,88.00625,43,85.2,40.74074074,64.05439815
10780,98.3,25.14375,34,10.8,11.11111111,35.87097222
10781,67.55,70.78125,11,53.9,25.92592593,45.83143519
10782,36.1,72.80625,74,50.5,77.77777778,62.23680556
10783,37.45,62.0125,59,95.3,11.11111111,52.97472222
10784,81.825,62.15,90,51.6,55.55555556,68.22611111
10785,80.375,66.2,93,15.4,74.07407407,65.80981481
10786,12.7375,59.06875,61,2.1,51.85185185,37.35162037
10787,14.55,74.41875,72,27.4,14.81481481,40.63671296
10788,95.9125,28.8625,15,76.4,18.51851852,46.9387037
10789,26.3625,86.23125,80,22.8,81.48148148,59.3750463
10790,80.5375,91.06875,68,10.6,48.14814815,59.67087963
10791,34.125,85.775,79,95.1,51.85185185,69.17037037
10792,54.4125,28.9875,48,54.2,62.96296296,49.71259259
10793,87.475,56.63125,76,76.1,40.74074074,67.38939815
10794,27.5875,68.71875,30,73.2,25.92592593,45.08643519
10795,67.5375,18.63125,79,30.5,55.55555556,50.24486111
10796,92.6375,96.35,11,77,48.14814815,65.02712963
10797,47.05,9.98125,100,42.4,48.14814815,49.51587963
10798,97.2,68.35,38,71.9,51.85185185,65.46037037
10799,38.9,19.48125,38,45.9,25.92592593,33.64143519
10800,12.6875,76.95,71,70.5,70.37037037,60.30157407
10801,29.675,51.25625,71,71,85.18518519,61.62328704
10802,72.5125,62.4125,48,45.5,55.55555556,56.79611111
10803,48.25,32.225,32,50.7,62.96296296,45.22759259
10804,50.175,68.05625,30,6.9,44.44444444,39.91513889
10805,28.5625,72.05,83,65.9,96.2962963,69.16175926
10806,78.7,17.925,93,15.9,88.88888889,58.88277778
10807,91.3375,99.61875,81,27.1,96.2962963,79.07050926
10808,98.45,7.31875,64,77.3,92.59259259,67.93226852
10809,31.2625,89.25625,54,97.2,77.77777778,69.89930556
10810,58.1,89.7875,63,21.2,18.51851852,50.1212037
10811,22.1375,48.64375,87,44.7,25.92592593,45.68143519
10812,81.9875,33.00625,96,81.5,18.51851852,62.2024537
10813,45.225,34.25,79,30,70.37037037,51.76907407
10814,26.2875,32.46875,57,91.4,74.07407407,56.24606481
10815,31.325,86.43125,23,77.9,62.96296296,56.32384259
10816,50.25,32.71875,30,85.7,92.59259259,58.25226852
10817,66.975,80.875,43,85.5,37.03703704,62.67740741
10818,72.0625,37.675,46,92,55.55555556,60.65861111
10819,30.325,58.26875,86,77.4,55.55555556,61.50986111
10820,89.0625,30.49375,98,26.2,51.85185185,59.12162037
10821,86.15,46.98125,57,38.8,14.81481481,48.74921296
10822,63.075,93.83125,29,52.1,37.03703704,55.00865741
10823,41.025,48.4625,19,62.2,85.18518519,51.17453704
10824,41.175,68.14375,62,65,33.33333333,53.93041667
10825,37.5125,43.4125,31,74.7,25.92592593,42.51018519
10826,56.8625,87.0625,70,96.4,81.48148148,78.3612963
10827,68.1,18.28125,80,15.9,51.85185185,46.82662037
10828,78.6875,35.25625,56,61.9,96.2962963,65.62800926
10829,37.7,51.35,20,8.2,92.59259259,41.96851852
10830,82.65,20.4625,23,30.3,33.33333333,37.94916667
10831,67.225,88.34375,53,24.5,100,66.61375
10832,59.475,58.35,26,100,29.62962963,54.69092593
10833,32.6375,16.4875,36,14.5,37.03703704,27.33240741
10834,26.0625,86.8875,53,69,74.07407407,61.80481481
10835,59.525,99.78125,88,79.5,70.37037037,79.43532407
10836,32.1875,52.48125,81,96.9,92.59259259,71.03226852
10837,16.1125,94.4625,99,36.3,14.81481481,52.13796296
10838,99.425,51.06875,13,21.6,92.59259259,55.53726852
10839,39.925,36.425,54,67.1,55.55555556,50.60111111
10840,81.475,21.8,94,48.3,22.22222222,53.55944444
10841,91.675,85.36875,93,92.9,14.81481481,75.55171296
10842,20.475,57.01875,48,70.3,77.77777778,54.71430556
10843,82.45,94.23125,16,82.4,29.62962963,60.94217593
10844,62.35,10.81875,38,32.5,100,48.73375
10845,14.0125,54.2125,32,78,37.03703704,43.05240741
10846,91.3,79.18125,14,85.9,48.14814815,63.70587963
10847,47.9,57.36875,75,99.7,48.14814815,65.62337963
10848,99.8375,64.6125,89,33.4,29.62962963,63.29592593
10849,59.8125,32.88125,48,6,62.96296296,41.93134259
10850,34.45,44.65,79,13.2,66.66666667,47.59333333
10851,46.9125,35.96875,96,95.8,77.77777778,70.49180556
10852,85.65,6.83125,99,32.2,22.22222222,49.18069444
10853,32.425,14.71875,51,14.5,22.22222222,26.97319444
10854,67.45,18.66875,88,71.8,96.2962963,68.44300926
10855,88.375,92.3125,76,24.9,29.62962963,62.24342593
10856,89.95,42.76875,37,25,33.33333333,45.61041667
10857,51.9125,71.45625,95,8.5,70.37037037,59.44782407
10858,68.6625,73.86875,33,68,18.51851852,52.4099537
10859,43.675,44.71875,32,19.2,96.2962963,47.17800926
10860,29.575,98.7,73,18.4,25.92592593,49.12018519
10861,29.825,88.03125,80,27.4,37.03703704,52.45865741
10862,66.2125,44.36875,27,49,18.51851852,41.0199537
10863,16.525,6.66875,75,13.2,33.33333333,28.94541667
10864,61,7.525,86,18.6,92.59259259,53.14351852
10865,95.2375,16.075,52,33.6,22.22222222,43.82694444
10866,44.75,32.59375,32,77.8,29.62962963,43.35467593
10867,49.9875,83.7,48,30,22.22222222,46.78194444
10868,93.8,62.80625,50,86.2,100,78.56125
10869,63.975,80.4125,56,91.8,70.37037037,72.51157407
10870,29.05,23.8,42,13.8,48.14814815,31.35962963
10871,45.3,14.73125,24,23.3,55.55555556,32.57736111
10872,28.825,77.875,60,89.4,29.62962963,57.14592593
10873,16.0625,72.11875,77,41.3,48.14814815,50.92587963
10874,13.875,25.5125,17,6.8,14.81481481,15.60046296
10875,55.975,16.6375,52,11,14.81481481,30.08546296
10876,23.425,28.79375,97,98.6,74.07407407,64.37856481
10877,24.525,24.6125,34,90.1,18.51851852,38.3512037
10878,18.4,65.78125,74,84.1,25.92592593,53.64143519
10879,53.5375,66.55625,25,17.3,51.85185185,42.84912037
10880,22.3375,79.65,55,60.9,100,63.5775
10881,86.3875,35.8125,79,23.8,18.51851852,48.7037037
10882,43.4625,79.65625,51,71.4,59.25925926,60.95560185
10883,67.5625,54.19375,47,57.9,25.92592593,50.51643519
10884,71.8,52.76875,82,75.2,18.51851852,60.0574537
10885,61.0375,74.55,21,49.7,40.74074074,49.40564815
10886,60.7625,60.31875,74,99.4,40.74074074,67.04439815
10887,57.6125,73.26875,83,46.6,70.37037037,66.17032407
10888,83.35,65.7375,25,60,11.11111111,49.03972222
10889,94.625,79.7375,29,12.2,14.81481481,46.07546296
10890,24.8125,8.225,20,82.2,92.59259259,45.56601852
10891,60.8125,38.05,11,8.3,62.96296296,36.22509259
10892,50.775,98.59375,47,25.6,22.22222222,48.83819444
10893,75.95,9.2,62,14.2,70.37037037,46.34407407
10894,21.7875,53.45,17,35.3,59.25925926,37.35935185
10895,87.425,21.74375,38,38.8,22.22222222,41.63819444
10896,68.9625,99.43125,34,93.2,22.22222222,63.56319444
10897,43.8125,28.39375,71,96,37.03703704,55.24865741
10898,81.0125,30.19375,11,12.3,29.62962963,32.82717593
10899,79.7375,68.43125,95,13.3,33.33333333,57.96041667
10900,76.5375,64.35625,67,7.9,62.96296296,55.75134259
10901,82.3625,75.9625,53,6,100,63.465
10902,21.725,56.28125,58,32.2,25.92592593,38.82643519
10903,49.125,76.3625,84,11.2,66.66666667,57.47083333
10904,48.35,25.54375,99,40.1,25.92592593,47.78393519
10905,28.0375,43.16875,55,20.9,74.07407407,44.23606481
10906,75.0875,7.925,28,38.1,85.18518519,46.85953704
10907,64,82.025,61,23.1,96.2962963,65.28425926
10908,30.5875,97.56875,15,7.3,14.81481481,33.05421296
10909,98.5375,90.86875,24,87.5,40.74074074,68.32939815
10910,31.45,91.85625,70,93.5,88.88888889,75.13902778
10911,50.1375,6.3125,86,31.5,29.62962963,40.71592593
10912,64.9875,14.99375,64,29,44.44444444,43.48513889
10913,55.3125,8.5375,23,66.6,11.11111111,32.91222222
10914,72.7625,92.51875,14,27.8,96.2962963,60.67550926
10915,28.5875,90.55,69,35.3,77.77777778,60.24305556
10916,64.475,97.38125,64,76.6,29.62962963,66.41717593
10917,30.7625,25.56875,65,37.3,77.77777778,47.28180556
10918,30.7375,7.30625,67,12.7,88.88888889,41.32652778
10919,46.0875,94.49375,75,53.4,29.62962963,59.72217593
10920,13.1125,40.3375,95,33.5,14.81481481,39.35296296
10921,43.05,32.81875,53,90.5,85.18518519,60.91078704
10922,32.0875,96.1,79,22.6,85.18518519,62.99453704
10923,40.475,7.03125,40,28.1,48.14814815,32.75087963
10924,34.0375,8.725,95,16.6,92.59259259,49.39101852
10925,49.3625,45.2375,98,90.6,92.59259259,75.15851852
10926,94.2875,13.06875,92,24.8,29.62962963,50.75717593
10927,61.0125,16.24375,94,46.8,81.48148148,59.9075463
10928,59.6125,28.61875,18,57.4,55.55555556,43.83736111
10929,82.525,92.7875,79,11.7,88.88888889,70.98027778
10930,18.4,31.975,62,91,100,60.675
10931,78.0375,87.7875,92,54.2,62.96296296,74.99759259
10932,62.9875,43.20625,84,88.6,59.25925926,67.61060185
10933,88.6125,91.4125,85,71.7,22.22222222,71.78944444
10934,82.875,93.575,42,26.5,77.77777778,64.54555556
10935,23.2875,38.025,50,60.7,48.14814815,44.03212963
10936,39.55,51.94375,58,43.7,59.25925926,50.49060185
10937,69.775,91.5125,12,49.7,59.25925926,56.44935185
10938,35.1125,12.36875,42,78.5,22.22222222,38.04069444
10939,50.3375,8.625,87,30.1,70.37037037,49.28657407
10940,66.6,88.05,94,86.3,77.77777778,82.54555556
10941,39.6625,21.15625,16,97.2,51.85185185,45.17412037
10942,43.5875,36.625,68,40.2,88.88888889,55.46027778
10943,63.925,64.35625,93,41.7,37.03703704,60.00365741
10944,18.2875,27.40625,95,1.8,77.77777778,44.05430556
10945,77.275,95.0125,53,84.2,66.66666667,75.23083333
10946,42.6375,56.3875,36,34.3,100,53.865
10947,65.6875,63.4875,95,40.7,18.51851852,56.6787037
10948,73.8,24.23125,15,11.4,25.92592593,30.07143519
10949,52.725,72.45,41,2.7,81.48148148,50.0712963
10950,82.4375,80.2125,17,68,81.48148148,65.8262963
10951,84.475,53.06875,100,57.4,88.88888889,76.76652778
10952,95.775,31.35,17,43.2,74.07407407,52.27981481
10953,77.7,57.725,87,12.2,29.62962963,52.85092593
10954,59,79.3875,54,26.6,55.55555556,54.90861111
10955,28.4,14.925,30,40.1,40.74074074,30.83314815
10956,42.125,42.45,28,40.6,62.96296296,43.22759259
10957,62.1375,24.91875,22,80.6,18.51851852,41.6349537
10958,45.825,23.96875,56,53.8,70.37037037,49.99282407
10959,16.55,39.95625,37,41.4,88.88888889,44.75902778
10960,91.1125,71.35625,62,8.9,85.18518519,63.71078704
10961,82.9875,60.43125,68,21.7,77.77777778,62.17930556
10962,75.5375,21.15,74,76,70.37037037,63.41157407
10963,21.7875,19.96875,87,52.8,14.81481481,39.27421296
10964,88.25,48.86875,21,25.9,11.11111111,39.02597222
10965,24.6625,51.78125,74,84.5,29.62962963,52.91467593
10966,83.9625,79.86875,55,93.3,66.66666667,75.75958333
10967,36.65,77.04375,100,78.9,22.22222222,62.96319444
10968,98.825,41.93125,86,55.2,92.59259259,74.90976852
10969,59.7625,47.075,64,68.6,11.11111111,50.10972222
10970,12.8625,69.01875,16,82.8,29.62962963,42.06217593
10971,85.4375,30.7625,62,10.6,66.66666667,51.09333333
10972,68.35,9.56875,89,90.3,51.85185185,61.81412037
10973,35.6875,28.625,34,69.3,11.11111111,35.74472222
10974,98.6375,87.8125,65,68.8,37.03703704,71.45740741
10975,26.425,68.65625,73,90.9,81.48148148,68.0925463
10976,39.475,87.74375,10,40.1,40.74074074,43.61189815
10977,25.7,61.8875,92,86.6,70.37037037,67.31157407
10978,84.3625,64.725,23,91.4,40.74074074,60.84564815
10979,31.1125,13.08125,67,12.6,74.07407407,39.57356481
10980,73.2875,86.0875,46,3.7,14.81481481,44.77796296
10981,41.7875,20.84375,71,5,40.74074074,35.87439815
10982,46.3375,57.06875,18,59.4,29.62962963,42.08717593
10983,59.65,99.95,40,47.1,33.33333333,56.00666667
10984,96.1875,29.8875,25,84.4,77.77777778,62.65055556
10985,63.8875,48.0375,47,60,44.44444444,52.67388889
10986,17.9375,34.95625,38,72.6,40.74074074,40.84689815
10987,49.35,14.675,55,19.8,77.77777778,43.32055556
